"white","black","hispanic","poverty","density","age65plus","population2014","population2010","clinton","trump","romney","obama","asian","highschool","bachelor","income","immigrant","foreign_lang","household_size","female","age18under","landarea","veteran","county_name","fips","state_abbr"
0.587,0.389,0.05,22.5,27.6,0.179,18518,19226,0.414677172762554,0.570269316711749,0.513544536271809,0.47910927456382,0.004,0.782,0.097,33833,0.041,0.069,2.52,0.472,0.2,695.95,1562,"Madison County",12079,"FL"
0.864,0.093,0.157,15.1,434.5,0.255,351746,322833,0.398082018361985,0.569574447824066,0.557937061342057,0.433206691386827,0.02,0.874,0.266,47876,0.127,0.165,2.48,0.516,0.195,742.93,33883,"Manatee County",12081,"FL"
0.829,0.132,0.119,18.1,209.1,0.279,339167,331303,0.355090695475256,0.617302346906611,0.576545535670021,0.414103167914332,0.016,0.85,0.174,39453,0.076,0.119,2.43,0.52,0.188,1584.55,39952,"Marion County",12083,"FL"
0.904,0.057,0.129,13,269.2,0.293,153392,146850,0.351733709660489,0.620263351255525,0.610956124778088,0.381651027136698,0.013,0.888,0.299,49846,0.098,0.145,2.41,0.504,0.168,543.46,16999,"Martin County",12085,"FL"
0.779,0.189,0.662,19.9,1315.5,0.152,2662874,2498017,0.636584344058774,0.34093821206331,0.379143796772851,0.616448084628581,0.017,0.788,0.263,43100,0.513,0.722,3.02,0.514,0.206,1897.72,60168,"Miami-Dade County",12086,"FL"
0.898,0.066,0.224,13.5,74.3,0.205,77136,73090,0.446552292972616,0.515742093604185,0.492611089768216,0.496657702650788,0.013,0.899,0.28,53607,0.174,0.229,2.54,0.475,0.153,983.28,7691,"Monroe County",12087,"FL"
0.904,0.065,0.038,12.6,113,0.2,76619,73314,0.23312632958721,0.735350366375142,0.738494188485551,0.252918095896158,0.01,0.894,0.228,55315,0.026,0.037,2.62,0.508,0.204,648.64,9109,"Nassau County",12089,"FL"
0.817,0.101,0.085,13.4,194.4,0.151,196512,180822,0.235562355325511,0.713194313361217,0.74038146908876,0.246888820865747,0.032,0.909,0.274,54684,0.066,0.096,2.47,0.492,0.222,930.25,30257,"Okaloosa County",12091,"FL"
0.874,0.088,0.253,26.9,52,0.179,39149,39996,0.289979460093897,0.685299295774648,0.59451343235127,0.394123853583313,0.01,0.678,0.102,34570,0.121,0.243,2.86,0.462,0.227,768.91,3063,"Okeechobee County",12093,"FL"
0.69,0.222,0.292,17,1268.5,0.108,1253001,1145954,0.60384573103701,0.357440454378893,0.40449950255143,0.586726146538721,0.056,0.872,0.301,47581,0.19,0.335,2.76,0.509,0.227,903.43,66314,"Orange County",12095,"FL"
0.8,0.134,0.497,17.9,202.4,0.127,310211,268687,0.609275544538187,0.358991577428365,0.373512384143142,0.618526052260992,0.03,0.838,0.176,43891,0.199,0.478,3.07,0.51,0.251,1327.45,16395,"Osceola County",12097,"FL"
0.761,0.188,0.207,14.5,670.2,0.227,1397710,1320134,0.565111413725684,0.411971364884706,0.411860925707223,0.582032544837018,0.027,0.875,0.324,52432,0.226,0.284,2.51,0.516,0.195,1969.76,99057,"Palm Beach County",12099,"FL"
0.894,0.056,0.134,13.9,622.2,0.225,485331,464701,0.373724119029625,0.589430016527278,0.526509434846596,0.460015560700794,0.024,0.872,0.204,43888,0.09,0.139,2.53,0.514,0.205,746.89,50239,"Pasco County",12101,"FL"
0.831,0.109,0.088,14.1,3347.5,0.23,938098,916812,0.474704996744792,0.48572998046875,0.466009740231352,0.522348322564286,0.034,0.889,0.275,45535,0.114,0.132,2.24,0.521,0.171,273.8,94997,"Pinellas County",12103,"FL"
0.797,0.157,0.196,18.2,334.9,0.195,634638,602095,0.412862719675296,0.553912933184887,0.529104231514771,0.460914187357736,0.019,0.824,0.181,43113,0.102,0.192,2.71,0.51,0.228,1797.84,51949,"Polk County",12105,"FL"
0.803,0.166,0.096,26.4,102.2,0.211,72143,74364,0.303809873820899,0.669882396177876,0.616990709702136,0.372441975545127,0.007,0.775,0.114,32497,0.048,0.089,2.57,0.507,0.216,727.62,8293,"Putnam County",12107,"FL"
0.871,0.066,0.052,12.3,149.6,0.145,163422,151372,0.21042638850764,0.744876017933937,0.757251093522183,0.231162778587794,0.022,0.894,0.259,57703,0.044,0.065,2.64,0.489,0.226,1011.61,20921,"Santa Rosa County",12113,"FL"
0.916,0.05,0.087,12.2,682.6,0.339,396962,379437,0.427449247075608,0.543077077926909,0.532646528534377,0.458406047224659,0.016,0.919,0.308,49052,0.12,0.13,2.21,0.522,0.15,555.87,47357,"Sarasota County",12115,"FL"
0.806,0.122,0.192,11.3,1367,0.143,442516,422718,0.470685498067984,0.486970589677195,0.527019965964382,0.462285180125117,0.041,0.918,0.35,58175,0.118,0.188,2.87,0.516,0.214,309.22,30528,"Seminole County",12117,"FL"
0.895,0.057,0.061,9.6,316.4,0.182,217919,190039,0.315539034547481,0.649840166578685,0.684110064236096,0.30640704941037,0.026,0.932,0.414,64876,0.064,0.081,2.57,0.513,0.22,600.66,19172,"St. Johns County",12109,"FL"
0.751,0.202,0.176,18.4,485.7,0.226,291028,277257,0.474749699781853,0.499165073793265,0.456830263521532,0.535407149708192,0.019,0.852,0.195,43413,0.149,0.205,2.62,0.512,0.208,571.93,26490,"St. Lucie County",12111,"FL"
0.896,0.083,0.056,12,170.8,0.529,114350,93420,0.29525499354199,0.687836762384376,0.672123827950588,0.322782821517752,0.008,0.878,0.252,48493,0.058,0.074,2.04,0.493,0.074,546.93,18121,"Sumter County",12119,"FL"
0.835,0.136,0.091,23.6,60.3,0.196,44022,41551,0.211780455153949,0.76471218206158,0.718897146423101,0.269416236455438,0.007,0.798,0.098,35698,0.059,0.081,2.64,0.478,0.214,688.55,4324,"Suwannee County",12121,"FL"
0.758,0.207,0.04,16.7,21.6,0.18,22582,22568,0.231598232568165,0.746093329022524,0.685422836459362,0.302840846769771,0.008,0.765,0.116,36356,0.024,0.058,2.55,0.436,0.19,1043.31,2310,"Taylor County",12123,"FL"
0.747,0.229,0.053,19.6,63.8,0.124,15190,15535,0.178113472685754,0.802213244335148,0.737993695531244,0.248284813647321,0.004,0.739,0.1,42660,0.026,0.049,2.79,0.354,0.192,243.56,1931,"Union County",12125,"FL"
0.845,0.111,0.122,16.8,449.2,0.232,507531,494597,0.417945940131539,0.548447200196693,0.500987278395449,0.489229496381401,0.019,0.876,0.208,42457,0.07,0.127,2.47,0.512,0.18,1101.03,54343,"Volusia County",12127,"FL"
0.814,0.152,0.038,14.4,50.8,0.132,31432,30783,0.283368091762252,0.684762773722628,0.633733624454148,0.352961244541485,0.006,0.877,0.172,52691,0.028,0.051,2.61,0.447,0.208,606.42,3447,"Wakulla County",12129,"FL"
0.894,0.059,0.061,17.9,53,0.187,61530,55043,0.204445901248547,0.765666438213296,0.754318820224719,0.234023876404494,0.011,0.845,0.241,43640,0.05,0.075,2.41,0.491,0.202,1037.63,6636,"Walton County",12131,"FL"
0.8,0.156,0.035,20.1,42.7,0.173,24451,24896,0.202889447236181,0.774407753050969,0.730769230769231,0.256410256410256,0.007,0.803,0.114,38501,0.028,0.045,2.63,0.452,0.198,582.8,2088,"Washington County",12133,"FL"
0.778,0.197,0.093,22.9,36,0.156,18540,18236,0.204769384549479,0.784235327716693,0.738946178838819,0.248057635259217,0.008,0.768,0.128,36786,0.055,0.101,2.59,0.499,0.254,507.08,1009,"Appling County",13001,"GA"
0.77,0.179,0.239,32.2,24.7,0.118,8223,8382,0.267281105990783,0.719278033794163,0.667815299793246,0.320468642315644,0.008,0.646,0.077,30049,0.122,0.205,3,0.496,0.281,339.38,540,"Atkinson County",13003,"GA"
0.81,0.165,0.08,19,42.9,0.141,11281,11096,0.151371571072319,0.836907730673317,0.786968694324256,0.201323491982693,0.005,0.722,0.121,33757,0.052,0.086,2.66,0.508,0.26,258.58,502,"Bacon County",13005,"GA"
0.516,0.456,0.048,31.8,10.1,0.178,3255,3451,0.451388888888889,0.538194444444444,0.494949494949495,0.498737373737374,0.012,0.795,0.109,27353,0.006,0.006,2.47,0.521,0.206,341.94,136,"Baker County",13007,"GA"
0.549,0.418,0.021,30,177.3,0.142,45909,45835,0.495489891135303,0.478444790046656,0.46780560009868,0.522326384605896,0.017,0.817,0.19,32751,0.026,0.037,2.55,0.496,0.193,257.84,3079,"Baldwin County",13009,"GA"
0.938,0.029,0.065,16.7,79.3,0.159,18295,18395,0.0984739418370285,0.88252231500144,0.864642222581166,0.125827814569536,0.013,0.755,0.116,41141,0.034,0.046,2.71,0.493,0.232,232.09,1262,"Banks County",13011,"GA"
0.818,0.117,0.096,13.7,432.7,0.112,73240,69367,0.228250312196476,0.732100735396143,0.743673274800365,0.239124389178022,0.038,0.821,0.171,53274,0.073,0.122,2.97,0.507,0.274,160.31,4968,"Barrow County",13013,"GA"
0.856,0.109,0.08,17.1,217.9,0.128,101736,100157,0.208949901943305,0.760996357894201,0.751217191784655,0.234568246684202,0.01,0.804,0.159,47197,0.046,0.069,2.88,0.507,0.252,459.54,6556,"Bartow County",13015,"GA"
0.618,0.355,0.063,38.1,70.5,0.154,17464,17634,0.354212392368732,0.630423771737295,0.57087607196906,0.421725239616613,0.008,0.769,0.098,28547,0.016,0.032,2.83,0.525,0.254,250.12,1133,"Ben Hill County",13017,"GA"
0.866,0.111,0.05,22.5,42.7,0.165,18700,19286,0.158616486362944,0.824013408502209,0.781800549539357,0.204945854210441,0.006,0.768,0.128,32258,0.027,0.049,2.69,0.507,0.235,451.9,1453,"Berrien County",13019,"GA"
0.426,0.538,0.032,24.9,622.8,0.14,153905,155510,0.589486858573216,0.387282047765186,0.396224371373308,0.596332688588008,0.019,0.824,0.225,37550,0.038,0.051,2.63,0.53,0.252,249.76,11498,"Bibb County",13021,"GA"
0.709,0.268,0.026,23.3,60.5,0.167,12795,13063,0.22172679367653,0.753344142683421,0.731388945543545,0.258209259636957,0.01,0.795,0.149,36073,0.02,0.032,2.9,0.522,0.215,215.87,946,"Bleckley County",13023,"GA"
0.944,0.035,0.021,21.9,41.6,0.147,18417,18410,0.0984884645982498,0.884805091487669,0.827028828528579,0.156473921013164,0.003,0.768,0.064,36070,0.007,0.017,2.79,0.506,0.25,442.36,1327,"Brantley County",13025,"GA"
0.622,0.354,0.056,24,32.9,0.186,15418,16324,0.399489470325463,0.586949585194639,0.52795682806176,0.464847848898216,0.006,0.774,0.114,34419,0.032,0.068,2.39,0.512,0.219,493.05,1533,"Brooks County",13027,"GA"
0.789,0.154,0.063,11.7,69.3,0.102,33906,30238,0.266215229369979,0.697935338246033,0.711557114078938,0.27568454823547,0.02,0.88,0.306,64707,0.035,0.044,2.79,0.502,0.291,435.97,3253,"Bryan County",13029,"GA"
0.67,0.291,0.037,31.3,104.4,0.103,72087,70217,0.364871019833547,0.599395470166867,0.589172769640479,0.398302263648469,0.017,0.859,0.277,35840,0.04,0.05,2.61,0.506,0.204,672.81,4028,"Bulloch County",13031,"GA"
0.492,0.484,0.03,33.5,28.2,0.141,22709,23316,0.505882352941176,0.480320855614973,0.43978307582114,0.552849687915686,0.005,0.769,0.099,31494,0.017,0.03,2.91,0.52,0.262,826.97,1490,"Burke County",13033,"GA"
0.702,0.277,0.031,14.5,128.3,0.143,23368,23655,0.270760789279308,0.708768597657487,0.672855313700384,0.316474605207,0.005,0.747,0.084,49754,0.03,0.03,2.74,0.471,0.22,184.39,1534,"Butts County",13035,"GA"
0.361,0.612,0.047,38.7,23.9,0.125,6463,6694,0.58230350963915,0.409787444389521,0.403749428440786,0.59304983996342,0.006,0.686,0.115,26986,0.049,0.085,2.19,0.4,0.19,280.37,420,"Calhoun County",13037,"GA"
0.75,0.195,0.062,15.5,82.4,0.113,52027,50513,0.314156706507304,0.65269588313413,0.630951053629167,0.354443081725945,0.017,0.904,0.195,51990,0.021,0.048,2.69,0.486,0.252,613.03,6625,"Camden County",13039,"GA"
0.732,0.245,0.112,25.9,45.3,0.167,10888,10998,0.272291722118712,0.708277881288262,0.664775950085082,0.327566647759501,0.008,0.785,0.146,35070,0.069,0.094,2.78,0.504,0.256,243.04,770,"Candler County",13043,"GA"
0.773,0.191,0.065,18.9,221.5,0.125,114093,110591,0.283970373079737,0.685419714703731,0.681602123295934,0.304861865122451,0.01,0.797,0.183,46147,0.044,0.077,2.72,0.509,0.242,499.08,7343,"Carroll County",13045,"GA"
0.937,0.028,0.028,13.9,394.3,0.16,65621,63940,0.179894379479442,0.786872878159185,0.755023478150514,0.226617031177292,0.014,0.823,0.175,47087,0.023,0.037,2.68,0.513,0.236,162.16,4805,"Catoosa County",13047,"GA"
0.65,0.32,0.035,19.7,15.7,0.133,12897,12171,0.250499001996008,0.736027944111776,0.671538665958012,0.318097262822216,0.006,0.743,0.094,40111,0.076,0.074,3.12,0.397,0.19,773.58,1247,"Charlton County",13049,"GA"
0.545,0.401,0.06,19.1,621.7,0.136,283379,265133,0.556516653617953,0.411732523369775,0.434878587196468,0.554896690589007,0.028,0.887,0.313,45794,0.065,0.08,2.55,0.518,0.222,426.44,24730,"Chatham County",13051,"GA"
0.722,0.193,0.15,11.9,45.3,0.041,11837,11267,0.428468208092486,0.539017341040462,0.493594066082266,0.489548213081591,0.028,0.925,0.275,48758,0.056,0.139,3.54,0.327,0.226,248.74,581,"Chattahoochee County",13053,"GA"
0.866,0.104,0.048,24,83,0.165,24939,26015,0.195488721804511,0.783046325491147,0.697471441406751,0.284944166345784,0.006,0.69,0.077,33228,0.031,0.046,2.52,0.488,0.226,313.34,1540,"Chattooga County",13055,"GA"
0.89,0.066,0.101,9.8,508.3,0.119,230985,214346,0.227412587412587,0.727371982855854,0.780010403810651,0.20208892198162,0.019,0.889,0.342,67261,0.086,0.124,2.85,0.507,0.26,421.67,14589,"Cherokee County",13057,"GA"
0.655,0.277,0.108,36.7,979.1,0.097,120938,116707,0.667420456344271,0.28699034395423,0.343913498430415,0.632467985450197,0.044,0.851,0.395,33060,0.104,0.135,2.61,0.523,0.176,119.2,5581,"Clarke County",13059,"GA"
0.386,0.595,0.011,44.5,16.3,0.233,3102,3183,0.548387096774194,0.445318646734854,0.3830242510699,0.614835948644793,0.005,0.779,0.079,21192,0.012,0.033,2.49,0.531,0.218,195.38,234,"Clay County",13061,"GA"
0.236,0.683,0.131,24,1832.5,0.083,267542,259467,0.850643238155005,0.131561253305841,0.14744844823995,0.848146219537596,0.053,0.817,0.18,40606,0.152,0.205,2.99,0.526,0.283,141.57,18030,"Clayton County",13063,"GA"
0.69,0.283,0.042,29.1,8.5,0.15,6831,6798,0.280392959476054,0.705689725747032,0.646440129449838,0.344660194174757,0.002,0.711,0.125,30345,0.026,0.032,2.53,0.51,0.259,800.22,479,"Clinch County",13065,"GA"
0.646,0.273,0.127,12.8,2026.4,0.106,730981,688076,0.488370953116192,0.467496262529716,0.554919430788798,0.428901999747564,0.051,0.908,0.437,63920,0.151,0.203,2.64,0.516,0.246,339.55,44559,"Cobb County",13067,"GA"
0.694,0.28,0.109,24.3,73.7,0.123,42811,42356,0.294329303396661,0.689047207829591,0.640293750866011,0.349729804627962,0.009,0.755,0.129,35693,0.061,0.098,2.73,0.487,0.247,575.1,2488,"Coffee County",13069,"GA"
0.731,0.232,0.183,26.7,83.6,0.14,46102,45498,0.254561506768687,0.727781047675103,0.693745776709963,0.298145506419401,0.01,0.721,0.131,32484,0.109,0.171,2.81,0.504,0.268,544.15,2367,"Colquitt County",13071,"GA"
0.754,0.169,0.062,8.3,427.6,0.118,139257,124053,0.293861972269824,0.670821000155787,0.709085347200979,0.279052377553448,0.042,0.913,0.341,69306,0.068,0.095,2.9,0.511,0.26,290.09,13290,"Columbia County",13073,"GA"
0.698,0.278,0.061,23.1,75.8,0.147,17214,17212,0.290162305399139,0.69145412388208,0.652729384436701,0.338808694209391,0.008,0.748,0.124,34985,0.034,0.06,2.67,0.516,0.266,227.16,1147,"Cook County",13075,"GA"
0.777,0.18,0.067,12.7,288.8,0.124,135571,127317,0.270276441327571,0.693353991682296,0.71395373973195,0.273022049286641,0.019,0.878,0.269,60813,0.058,0.085,2.74,0.512,0.257,440.89,10406,"Coweta County",13077,"GA"
0.762,0.213,0.031,20.6,38.9,0.169,12387,12630,0.275159976730657,0.70428543726973,0.657036892445833,0.331641616240484,0.004,0.787,0.13,41586,0.008,0.027,2.7,0.494,0.212,324.89,887,"Crawford County",13079,"GA"
0.538,0.436,0.032,31.2,86,0.16,22934,23439,0.378,0.6052,0.565800162469537,0.427836447332792,0.01,0.795,0.155,35240,0.015,0.042,2.61,0.524,0.249,272.58,1664,"Crisp County",13081,"GA"
0.956,0.014,0.021,15.9,95.6,0.17,16389,16633,0.154697018275088,0.809073420968259,0.743371685842921,0.234117058529265,0.011,0.803,0.17,43205,0.016,0.018,2.44,0.508,0.198,173.98,1342,"Dade County",13083,"GA"
0.964,0.009,0.04,15.6,105.9,0.179,22957,22339,0.123630136986301,0.845890410958904,0.864080515927301,0.121262458471761,0.007,0.858,0.244,53525,0.038,0.048,2.61,0.499,0.218,210.83,1913,"Dawson County",13085,"GA"
0.557,0.416,0.056,27.1,46.6,0.154,27220,27842,0.400859542879469,0.586931041218988,0.555757286192069,0.437649307214525,0.007,0.784,0.147,30619,0.03,0.04,2.51,0.514,0.247,597.14,1577,"Decatur County",13087,"GA"
0.367,0.548,0.089,19,2585.7,0.104,722161,691894,0.808227234166241,0.160647714713507,0.210639405959404,0.778594099554863,0.059,0.884,0.397,50856,0.163,0.186,2.59,0.525,0.237,267.58,41447,"DeKalb County",13089,"GA"
0.68,0.3,0.034,19.8,44,0.152,20976,21797,0.262473195139385,0.717798427448177,0.674427629025999,0.315612469279524,0.005,0.802,0.152,37292,0.021,0.043,2.36,0.478,0.209,495.89,1499,"Dodge County",13091,"GA"
0.476,0.505,0.073,29,38.1,0.157,14188,14918,0.484880083420229,0.50599582898853,0.462345535089765,0.531126136628585,0.007,0.709,0.101,29012,0.042,0.049,2.37,0.46,0.198,391.94,1214,"Dooly County",13093,"GA"
0.29,0.684,0.026,31.2,287.7,0.136,92407,94565,0.684568901989683,0.301459100957996,0.302495901856063,0.692956480355349,0.01,0.799,0.178,31671,0.024,0.037,2.53,0.535,0.249,328.69,7326,"Dougherty County",13095,"GA"
0.518,0.435,0.089,16.1,661.8,0.103,138776,132339,0.539893663383596,0.432371655190447,0.475100088766508,0.514664589409612,0.017,0.872,0.244,52691,0.084,0.119,2.86,0.521,0.269,200.07,10690,"Douglas County",13097,"GA"
0.482,0.499,0.022,31.6,21.5,0.184,10491,11004,0.452739439565036,0.533667921371811,0.477846326416153,0.51635819779398,0.006,0.767,0.129,28853,0.008,0.015,2.61,0.528,0.252,512.59,728,"Early County",13099,"GA"
0.887,0.056,0.281,31.3,9.7,0.113,4003,4034,0.132765957446808,0.856170212765957,0.832123411978221,0.156987295825771,0.005,0.747,0.057,31375,0.171,0.232,2.93,0.507,0.277,414.89,292,"Echols County",13101,"GA"
0.827,0.14,0.037,11.2,109.4,0.108,55423,52250,0.207351998290233,0.763624706133789,0.750324847201501,0.23778815149911,0.009,0.852,0.168,63030,0.021,0.045,2.96,0.501,0.269,477.7,4583,"Effingham County",13103,"GA"
0.682,0.294,0.055,20.4,57.4,0.191,19438,20166,0.316860465116279,0.665950455005056,0.596756358274972,0.390588524388746,0.009,0.783,0.113,35817,0.03,0.053,2.57,0.521,0.22,351.06,1546,"Elbert County",13105,"GA"
0.636,0.342,0.046,29.4,33.2,0.158,22755,22594,0.310410819086502,0.680020413370758,0.631017369727047,0.362158808933003,0.007,0.765,0.116,32046,0.013,0.047,2.71,0.511,0.251,680.6,1357,"Emanuel County",13107,"GA"
0.655,0.312,0.12,27.9,60.2,0.151,10898,11001,0.313714602998334,0.66740699611327,0.636797752808989,0.35561797752809,0.012,0.762,0.141,36788,0.062,0.125,2.55,0.517,0.267,182.85,725,"Evans County",13109,"GA"
0.969,0.008,0.02,23,61.2,0.256,23753,23693,0.163209792587555,0.817919075144509,0.784750674527831,0.202558209253523,0.005,0.79,0.144,34239,0.011,0.031,2.36,0.511,0.177,386.72,2322,"Fannin County",13111,"GA"
0.709,0.22,0.071,7.7,548.3,0.162,109664,106566,0.385099441932866,0.580157981022405,0.650659278641424,0.33695893831341,0.045,0.943,0.426,79977,0.092,0.116,2.81,0.516,0.239,194.34,11491,"Fayette County",13113,"GA"
0.809,0.148,0.103,21,188.9,0.157,96063,96317,0.266481751824818,0.702043795620438,0.692550099433991,0.293559736882362,0.014,0.779,0.181,40821,0.065,0.097,2.66,0.515,0.235,509.91,7358,"Floyd County",13115,"GA"
0.852,0.035,0.097,7.6,783.5,0.111,204302,175511,0.240736173623528,0.717276034280782,0.807041839260766,0.178239662736832,0.091,0.914,0.438,86569,0.138,0.181,3.14,0.503,0.289,224.02,10111,"Forsyth County",13117,"GA"
0.873,0.096,0.043,18.9,84.5,0.187,22264,22084,0.146683974510267,0.83242860514515,0.787933479437927,0.193244811138327,0.009,0.723,0.13,34830,0.027,0.049,2.47,0.512,0.219,261.5,1375,"Franklin County",13119,"GA"
0.467,0.443,0.076,17.6,1748,0.104,996319,920579,0.692273308888359,0.271069054185813,0.345970608383203,0.642321860176556,0.067,0.904,0.482,56857,0.129,0.167,2.49,0.514,0.232,526.64,47038,"Fulton County",13121,"GA"
0.963,0.009,0.109,21.7,66.3,0.22,28829,28281,0.153779595689452,0.823173129867065,0.810319767441861,0.177598110465116,0.004,0.765,0.164,39140,0.061,0.09,2.44,0.501,0.205,426.54,2397,"Gilmer County",13123,"GA"
0.879,0.099,0.015,21.4,21.4,0.174,3053,3082,0.0992805755395683,0.888489208633094,0.851462865716429,0.132033008252063,0.004,0.783,0.096,37760,0.01,0.013,2.53,0.511,0.24,143.74,181,"Glascock County",13125,"GA"
0.695,0.265,0.065,19.2,189.7,0.177,82175,79626,0.344819482388884,0.631062542228489,0.630876747141042,0.360682519513523,0.015,0.866,0.261,46407,0.057,0.095,2.51,0.527,0.231,419.75,7954,"Glynn County",13127,"GA"
0.92,0.044,0.152,21,155.1,0.133,56047,55186,0.168488063660477,0.804827586206897,0.781515097585573,0.203832235866406,0.011,0.734,0.142,40926,0.093,0.146,2.88,0.504,0.256,355.81,3094,"Gordon County",13129,"GA"
0.674,0.291,0.109,30.1,55,0.16,25359,25012,0.327092630891477,0.658212691847175,0.630603769566606,0.36407198381429,0.006,0.727,0.113,30571,0.056,0.086,2.69,0.513,0.257,454.53,1743,"Grady County",13131,"GA"
0.61,0.366,0.063,22.3,41.3,0.262,16490,15994,0.361680443890839,0.621447174725399,0.609527246481415,0.384337784193432,0.005,0.787,0.214,42565,0.039,0.044,2.5,0.512,0.191,387.44,1457,"Greene County",13133,"GA"
0.581,0.27,0.205,13.9,1871.2,0.086,877922,805324,0.509562221584226,0.452142585921076,0.539866693733929,0.446200433076194,0.115,0.87,0.339,60445,0.249,0.33,3.07,0.51,0.278,430.38,39586,"Gwinnett County",13135,"GA"
0.907,0.04,0.136,20.8,155.5,0.174,43752,43041,0.153955853174603,0.817460317460317,0.832054794520548,0.157328767123288,0.025,0.779,0.171,39306,0.086,0.138,2.74,0.526,0.232,276.74,3319,"Habersham County",13137,"GA"
0.873,0.081,0.275,18.7,457.5,0.136,190761,179684,0.230319535739238,0.736899890208604,0.775105079252545,0.210816832936649,0.02,0.788,0.228,50853,0.154,0.262,2.93,0.501,0.265,392.78,10555,"Hall County",13139,"GA"
0.254,0.726,0.017,30.6,20,0.2,8509,9402,0.75447928331467,0.235442329227324,0.187438665358194,0.809862610402355,0.007,0.758,0.099,25000,0.019,0.024,2.78,0.46,0.163,471.84,564,"Hancock County",13141,"GA"
0.923,0.051,0.014,22.8,102,0.16,28641,28780,0.130246531766369,0.846425731200848,0.814418066010423,0.17245705462266,0.007,0.742,0.141,39993,0.014,0.017,2.6,0.516,0.244,282.17,1916,"Haralson County",13143,"GA"
0.799,0.171,0.033,8,69,0.167,32876,32026,0.249023914104441,0.72785505124451,0.723108727954002,0.267523741843788,0.009,0.892,0.273,69223,0.026,0.045,2.79,0.502,0.22,463.87,3578,"Harris County",13145,"GA"
0.784,0.188,0.036,25.4,108.5,0.206,25377,25213,0.256326287585591,0.72293341272204,0.685822544995264,0.301968213872224,0.01,0.803,0.155,35615,0.021,0.028,2.45,0.504,0.214,232.39,2148,"Hart County",13147,"GA"
0.864,0.107,0.025,24.3,40,0.157,11603,11834,0.176652401331431,0.801236329053733,0.758049014896684,0.227534839019702,0.006,0.727,0.082,39909,0.002,0.004,2.68,0.501,0.236,296.03,863,"Heard County",13149,"GA"
0.534,0.406,0.064,11.2,633,0.104,213869,203879,0.509011903669023,0.465548721401104,0.51176646143983,0.479434944566647,0.034,0.895,0.261,60781,0.074,0.102,2.97,0.522,0.271,322.13,17462,"Henry County",13151,"GA"
0.636,0.303,0.066,15.2,372.5,0.117,149111,139910,0.377105055491194,0.593545895666482,0.597993507390524,0.39098977759359,0.028,0.888,0.24,54893,0.058,0.085,2.7,0.513,0.257,375.54,18505,"Houston County",13153,"GA"
0.713,0.267,0.036,21.2,26.9,0.182,9104,9538,0.243235856791473,0.740912817709757,0.683953298941081,0.307901167526473,0.008,0.811,0.103,40771,0.007,0.014,2.69,0.492,0.223,354.34,923,"Irwin County",13155,"GA"
0.888,0.072,0.067,15.9,178.1,0.135,61870,60485,0.165169826662232,0.804006356950142,0.807858048162231,0.178960709759189,0.019,0.811,0.195,53179,0.044,0.085,2.81,0.504,0.257,339.66,3962,"Jackson County",13157,"GA"
0.76,0.215,0.042,21.7,37.8,0.155,13432,13900,0.256648936170213,0.723570478723404,0.685690515806988,0.305990016638935,0.003,0.836,0.133,42192,0.031,0.054,2.66,0.513,0.24,368.17,872,"Jasper County",13159,"GA"
0.82,0.156,0.113,24.5,45.6,0.142,14859,15068,0.177048536058165,0.8060522696011,0.749343339587242,0.238461538461538,0.006,0.796,0.096,36296,0.047,0.093,2.71,0.505,0.275,330.74,773,"Jeff Davis County",13161,"GA"
0.445,0.536,0.033,31.5,32.2,0.17,16272,16930,0.549322180559562,0.440871070089414,0.411667583929554,0.583104017611447,0.007,0.738,0.088,26968,0.012,0.022,2.58,0.514,0.241,526.49,1109,"Jefferson County",13163,"GA"
0.546,0.432,0.051,29.4,24,0.153,9125,8340,0.365194462755438,0.623599208965063,0.556408741878322,0.439161252215003,0.005,0.726,0.131,26104,0.026,0.041,2.54,0.468,0.226,347.28,605,"Jenkins County",13165,"GA"
0.635,0.35,0.022,22.8,32.9,0.155,9701,9984,0.308527973927213,0.684139054861488,0.646871686108165,0.345970307529162,0.003,0.758,0.115,36722,0.017,0.019,2.71,0.435,0.196,303.01,729,"Johnson County",13167,"GA"
0.73,0.249,0.015,16.6,72.8,0.154,28787,28669,0.316192909613542,0.663046949856276,0.639722291098438,0.353087031986115,0.008,0.887,0.178,51497,0.02,0.024,2.73,0.516,0.245,393.93,1774,"Jones County",13169,"GA"
0.657,0.317,0.022,18.9,99.8,0.16,18207,18317,0.299273927392739,0.684224422442244,0.645144287784952,0.342864672552378,0.005,0.819,0.142,41016,0.017,0.026,2.65,0.523,0.207,183.5,1568,"Lamar County",13171,"GA"
0.721,0.227,0.055,26.7,54.4,0.121,10373,10074,0.281370150297099,0.693463823837819,0.612576064908722,0.374577417173766,0.014,0.764,0.12,39452,0.025,0.055,2.66,0.496,0.256,185.26,784,"Lanier County",13173,"GA"
0.613,0.362,0.025,24.7,60,0.162,47851,48434,0.346410941999177,0.637649115590292,0.609820836098208,0.383237200755449,0.011,0.798,0.15,34793,0.022,0.033,2.67,0.524,0.248,807.3,3407,"Laurens County",13175,"GA"
0.751,0.207,0.026,11.2,79.5,0.107,29191,28298,0.22444349922019,0.754359846873671,0.757698243551113,0.234217682075402,0.024,0.839,0.205,60104,0.035,0.054,2.79,0.498,0.268,355.78,2267,"Lee County",13177,"GA"
